Year,Hobbyist,Income,Country,EdLevel,Employment,JobSat,OrgSize,UndergradMajor,YearsCodePro,Data scientist or machine learning specialist,Database administrator
2017,"Yes, I program as a hobby",29032.25806,Germany,Secondary school,Employed full-time,5,10 to 19 employees,,6,0,1
2017,"Yes, I program as a hobby",10410.75269,Portugal,some college,Employed full-time,0,2 to 9 employees,Computer science,9,0,1
2017,No,23655.91398,Germany,Master's degree,Employed full-time,6,100 to 499 employees,Computer programming or Web development,3,0,1
2017,"Yes, I program as a hobby",50000,United Kingdom,Secondary school,Employed full-time,7,2 to 9 employees,,5,0,1
2017,"Yes, both",107526.8817,Germany,Secondary school,Employed full-time,8,"5,000 to 9,999 employees",,18,1,0
2017,No,65000,United Kingdom,Secondary school,Employed full-time,7,"10,000 or more employees",,10,0,1
2017,"Yes, I program as a hobby",58709.67742,Austria,Bachelor's degree,Employed full-time,8,20 to 99 employees,Computer science,16,0,1
2017,"Yes, I program as a hobby",7632,Nigeria,some college,Employed full-time,3,20 to 99 employees,Another engineering discipline,7,0,1
2017,"Yes, I program as a hobby",73504.2735,Denmark,Master's degree,Employed full-time,10,20 to 99 employees,Computer science,6,0,1
2017,"Yes, both",38709.67742,Germany,Secondary school,Employed full-time,9,20 to 99 employees,,5,1,1
2017,"Yes, both",103000,United States,Bachelor's degree,Employed full-time,7,100 to 499 employees,Social science,18,0,1
2017,"Yes, both",30107.52688,Romania,Bachelor's degree,Employed full-time,8,2 to 9 employees,Computer science,4,1,0
2017,"Yes, both",127000,Switzerland,Bachelor's degree,Employed full-time,7,"10,000 or more employees",Computer science,4,1,0
2017,"Yes, I program as a hobby",120000,Switzerland,Bachelor's degree,Employed full-time,8,10 to 19 employees,Computer programming or Web development,10,0,1
2017,"Yes, I program as a hobby",40723.9819,Sweden,Master's degree,Employed full-time,5,10 to 19 employees,Mathematics or statistics,1,1,0
2017,"Yes, both",13948.02525,India,Master's degree,Employed full-time,7,100 to 499 employees,Computer science,2,0,1
2017,"Yes, I program as a hobby",33750,United Kingdom,Master's degree,Employed full-time,2,20 to 99 employees,Computer science,5,1,0
2017,"Yes, I program as a hobby",59139.78495,Germany,Master's degree,Employed full-time,6,"1,000 to 4,999 employees",Computer science,12,0,1
2017,"Yes, I program as a hobby",48387.09677,Germany,Master's degree,Employed full-time,6,2 to 9 employees,Computer science,6,1,0
2017,"Yes, both",31182.7957,Italy,Secondary school,Employed part-time,8,20 to 99 employees,,15,0,1
2017,"Yes, I program as a hobby",79545.45455,Canada,Secondary school,Employed full-time,9,2 to 9 employees,,18,0,1
2017,No,17250,Argentina,Secondary school,Employed full-time,7,500 to 999 employees,,11,1,1
2017,"Yes, I program as a hobby",93000,United States,Master's degree,Employed full-time,9,20 to 99 employees,Computer science,20,0,1
2017,"Yes, I program as a hobby",41250,United Kingdom,Bachelor's degree,Employed full-time,8,10 to 19 employees,Computer science,7,0,1
2017,"Yes, both",115200,Kuwait,Master's degree,Employed full-time,7,"10,000 or more employees",Computer science,16,1,1
2017,No,29677.41935,Finland,some college,Employed full-time,3,10 to 19 employees,Something else,6,0,1
2017,No,53030.30303,Canada,Bachelor's degree,Employed full-time,7,2 to 9 employees,Computer science,8,0,1
2017,"Yes, both",120000,United States,Bachelor's degree,Employed full-time,9,100 to 499 employees,Computer science,6,1,1
2017,"Yes, both",170000,United States,some college,Employed full-time,6,100 to 499 employees,Computer science,20,0,1
2017,No,111000,United States,Bachelor's degree,Employed full-time,6,100 to 499 employees,Computer science,11,1,1
2017,No,79900,United States,Bachelor's degree,Employed full-time,9,20 to 99 employees,Information systems,6,0,1
2017,"Yes, I program as a hobby",70000,United States,Bachelor's degree,Employed full-time,4,"10,000 or more employees",Computer science,5,0,1
2017,"Yes, both",64691.35802,Poland,Master's degree,Employed full-time,9,"10,000 or more employees",Computer science,20,0,1
2017,"Yes, I program as a hobby",130000,United States,Master's degree,Employed full-time,9,100 to 499 employees,Computer science,5,1,1
2017,"Yes, I program as a hobby",150000,Bermuda,Master's degree,Employed full-time,8,20 to 99 employees,Computer science,20,1,1
2017,"Yes, I program as a hobby",150000,United States,Master's degree,Employed full-time,8,"1,000 to 4,999 employees",Social science,3,1,0
2017,"Yes, I contribute to open source projects",60215.05376,Germany,Master's degree,Employed full-time,2,100 to 499 employees,Computer science,11,1,0
2017,"Yes, both",26733.50042,Russian Federation,Doctoral degree,Employed full-time,8,20 to 99 employees,Natural science,17,0,1
2017,"Yes, I program as a hobby",106250,United Kingdom,Master's degree,Employed full-time,7,100 to 499 employees,Natural science,10,0,1
2017,"Yes, both",8700,Colombia,Bachelor's degree,Employed full-time,4,20 to 99 employees,Computer science,4,0,1
2017,"Yes, both",54510,United States,some college,Employed full-time,9,,Computer programming or Web development,,0,1
2017,"Yes, both",60606.06061,Canada,Bachelor's degree,Employed full-time,4,100 to 499 employees,Computer programming or Web development,5,1,0
2017,"Yes, both",10666.66667,Poland,Master's degree,Employed full-time,7,"10,000 or more employees",Computer science,5,1,0
2017,"Yes, both",78000,United States,Bachelor's degree,Employed full-time,3,"10,000 or more employees",Computer programming or Web development,5,1,1
2017,"Yes, I program as a hobby",22222.22222,Poland,Bachelor's degree,Employed full-time,9,2 to 9 employees,Computer science,4,1,1
2017,"Yes, I program as a hobby",92000,United States,some college,Employed full-time,4,I prefer not to answer,Computer science,7,1,0
2017,"Yes, I program as a hobby",53763.44086,Brazil,Master's degree,Employed full-time,10,"1,000 to 4,999 employees",Computer science,3,1,0
2017,"Yes, I program as a hobby",114000,United States,Master's degree,Employed full-time,7,"1,000 to 4,999 employees",Natural science,20,0,1
2017,"Yes, both",112000,United States,some college,Employed full-time,7,"1,000 to 4,999 employees",Mathematics or statistics,20,1,0
2017,"Yes, I program as a hobby",112878.7879,Canada,Master's degree,Employed full-time,8,"10,000 or more employees",Computer science,20,0,1
2017,"Yes, I program as a hobby",106250,United Kingdom,Master's degree,Employed full-time,8,"5,000 to 9,999 employees",Mathematics or statistics,14,1,1
2017,"Yes, I program as a hobby",9032.258065,Serbia,Master's degree,Employed full-time,8,20 to 99 employees,Information systems,3,1,0
2017,"Yes, both",70000,United States,Bachelor's degree,Employed full-time,8,100 to 499 employees,Natural science,3,1,0
2017,"Yes, I program as a hobby",75000,United Kingdom,Master's degree,Employed full-time,8,100 to 499 employees,Computer science,7,1,0
2017,"Yes, both",67000,United States,some college,Employed full-time,7,2 to 9 employees,I never declared a major,5,0,1
2017,"Yes, I program as a hobby",65000,United States,Bachelor's degree,Employed full-time,5,100 to 499 employees,Computer science,14,1,1
2017,"Yes, I program as a hobby",150000,United States,Master's degree,Employed full-time,5,100 to 499 employees,Computer science,13,0,1
2017,"Yes, I program as a hobby",135000,United States,Master's degree,Employed full-time,3,10 to 19 employees,Computer science,16,0,1
2017,"Yes, I program as a hobby",63750,United States,Bachelor's degree,Employed full-time,8,20 to 99 employees,Information systems,5,0,1
2017,"Yes, I program as a hobby",135000,United States,Doctoral degree,Employed full-time,9,"10,000 or more employees",Computer science,10,1,0
2017,No,137500,United States,some college,Employed full-time,8,100 to 499 employees,Another engineering discipline,11,0,1
2017,"Yes, I program as a hobby",33566.43357,Singapore,some college,Employed full-time,6,10 to 19 employees,Information systems,5,0,1
2017,"Yes, both",175000,United States,Bachelor's degree,Employed full-time,8,500 to 999 employees,Computer science,18,0,1
2017,"Yes, I program as a hobby",30303.0303,Canada,Secondary school,Employed full-time,3,2 to 9 employees,,7,0,1
2017,"Yes, both",95000,United States,Bachelor's degree,Employed full-time,7,100 to 499 employees,Social science,2,1,0
2017,"Yes, both",123000,United States,Doctoral degree,Employed full-time,9,"10,000 or more employees",Another engineering discipline,5,1,0
2017,"Yes, I program as a hobby",100000,United States,Master's degree,Employed full-time,9,20 to 99 employees,Something else,4,1,0
2017,"Yes, I program as a hobby",90909.09091,Canada,Bachelor's degree,Employed full-time,6,20 to 99 employees,Mathematics or statistics,6,0,1
2017,"Yes, I program as a hobby",89285.71429,New Zealand,Bachelor's degree,Employed full-time,9,100 to 499 employees,Natural science,20,0,1
2017,"Yes, I program as a hobby",1234.796567,Iran,Master's degree,Employed full-time,6,10 to 19 employees,Computer science,4,1,0
2017,"Yes, I program as a hobby",83732.05742,Norway,Bachelor's degree,Employed full-time,8,2 to 9 employees,Computer engineering or electrical/electronics engineering,9,0,1
2017,"Yes, both",2473.11828,Slovenia,Secondary school,Employed full-time,6,20 to 99 employees,,13,0,1
2017,No,9300,Indonesia,Bachelor's degree,Employed full-time,8,500 to 999 employees,Information systems,10,0,1
2017,"Yes, I program as a hobby",78750,United Kingdom,Bachelor's degree,Employed full-time,8,"10,000 or more employees",Computer science,11,1,0
2017,"Yes, I program as a hobby",35769.23077,Sweden,some college,Employed full-time,6,20 to 99 employees,Computer science,3,0,1
2017,"Yes, both",51827.63466,Romania,some college,Employed full-time,10,2 to 9 employees,Computer science,10,0,1
2017,"Yes, both",37119.52487,South Africa,Master's degree,Employed full-time,9,2 to 9 employees,Computer engineering or electrical/electronics engineering,11,1,1
2017,"Yes, both",17618.55821,India,Bachelor's degree,Employed full-time,10,20 to 99 employees,Computer science,3,1,0
2017,"Yes, both",43604.65116,China,Bachelor's degree,Employed full-time,8,100 to 499 employees,Computer programming or Web development,6,0,1
2017,"Yes, I contribute to open source projects",48387.09677,Slovenia,some college,Employed full-time,9,100 to 499 employees,Computer programming or Web development,20,0,1
2017,"Yes, I contribute to open source projects",53763.44086,Slovenia,some college,Employed full-time,7,"1,000 to 4,999 employees",Computer science,18,1,1
2017,"Yes, I program as a hobby",5161.290323,Germany,Bachelor's degree,Employed part-time,8,"5,000 to 9,999 employees",Natural science,3,1,0
2017,"Yes, I contribute to open source projects",3817.35428,India,Bachelor's degree,Employed full-time,7,20 to 99 employees,Computer programming or Web development,3,0,1
2017,"Yes, both",54545.45455,United Kingdom,Master's degree,Employed full-time,9,"10,000 or more employees",Another engineering discipline,4,1,0
2017,"Yes, I program as a hobby",58064.51613,Romania,Master's degree,Employed full-time,7,20 to 99 employees,Computer science,11,1,1
2017,"Yes, both",59139.78495,Netherlands,Doctoral degree,Employed full-time,9,"10,000 or more employees",Computer science,15,1,0
2017,"Yes, I program as a hobby",38552.0362,Sweden,Master's degree,Employed full-time,7,100 to 499 employees,Computer science,3,0,1
2017,"Yes, I contribute to open source projects",10322.58065,Slovak Republic,some college,Employed full-time,7,2 to 9 employees,Computer science,10,0,1
2017,No,26881.72043,Slovenia,Secondary school,Employed full-time,3,20 to 99 employees,,10,0,1
2017,"Yes, I contribute to open source projects",38709.67742,Slovenia,some college,Employed full-time,10,20 to 99 employees,Computer programming or Web development,12,0,1
2017,"Yes, I program as a hobby",6878.980892,Brazil,Secondary school,Employed full-time,8,20 to 99 employees,,1,1,0
2017,"Yes, both",64102.5641,Denmark,Bachelor's degree,Employed full-time,8,500 to 999 employees,Computer science,4,0,1
2017,No,20000,Germany,Bachelor's degree,Employed part-time,7,10 to 19 employees,Computer science,5,0,1
2017,"Yes, both",41935.48387,France,Doctoral degree,Employed full-time,10,2 to 9 employees,Computer science,5,1,0
2017,"Yes, I program as a hobby",91397.84946,Germany,Master's degree,Employed full-time,8,500 to 999 employees,Computer science,20,0,1
2017,"Yes, I program as a hobby",43010.75269,Germany,Secondary school,Employed full-time,9,20 to 99 employees,,8,0,1
2017,No,59139.78495,Germany,Bachelor's degree,Employed full-time,6,100 to 499 employees,Computer science,11,1,0
2017,"Yes, I program as a hobby",63000,United States,Bachelor's degree,Employed full-time,9,100 to 499 employees,Information systems,2,0,1
2017,No,700,Zimbabwe,Bachelor's degree,Employed full-time,9,500 to 999 employees,Information systems,2,1,0
2017,"Yes, both",117000,United States,Master's degree,Employed full-time,8,"1,000 to 4,999 employees",Computer engineering or electrical/electronics engineering,4,1,0
2017,"Yes, I program as a hobby",56989.24731,Netherlands,some college,Employed full-time,5,100 to 499 employees,Another engineering discipline,20,0,1
2017,"Yes, both",130000,United States,Bachelor's degree,Employed full-time,8,10 to 19 employees,Computer engineering or electrical/electronics engineering,16,0,1
2017,"Yes, both",65000,United States,Secondary school,Employed full-time,10,100 to 499 employees,,2,1,0
2017,"Yes, I program as a hobby",2580.645161,Slovenia,some college,Employed full-time,5,500 to 999 employees,Computer science,10,0,1
2017,"Yes, I program as a hobby",925.9259259,Ukraine,Master's degree,Employed full-time,10,"1,000 to 4,999 employees",Computer science,12,0,1
2017,"Yes, both",95000,United States,some college,Employed full-time,4,500 to 999 employees,Computer science,17,1,1
2017,"Yes, both",160000,United States,Master's degree,Employed full-time,8,500 to 999 employees,Computer science,13,1,0
2017,"Yes, both",115000,United States,Primary/elementary school,Employed full-time,7,100 to 499 employees,,20,0,1
2017,"Yes, I program as a hobby",47000,United States,some college,Employed full-time,3,10 to 19 employees,Computer engineering or electrical/electronics engineering,4,0,1
2017,"Yes, both",49032.25806,Germany,Secondary school,Employed full-time,9,10 to 19 employees,,11,0,1
2017,"Yes, I program as a hobby",37634.4086,Greece,some college,Employed full-time,8,20 to 99 employees,I never declared a major,6,1,0
2017,"Yes, both",47800,United States,Secondary school,Employed full-time,5,500 to 999 employees,,5,0,1
2017,"Yes, both",113000,United States,some college,Employed full-time,9,100 to 499 employees,Mathematics or statistics,15,0,1
2017,"Yes, I program as a hobby",18750,United Kingdom,some college,Employed full-time,10,100 to 499 employees,Information systems,3,0,1
2017,No,116000,United States,some college,Employed full-time,5,20 to 99 employees,I never declared a major,20,0,1
2017,"Yes, I program as a hobby",60000,United States,some college,Employed full-time,3,100 to 499 employees,Something else,4,0,1
2017,"Yes, I program as a hobby",50000,United States,Bachelor's degree,Employed full-time,5,20 to 99 employees,Natural science,2,1,0
2017,No,7000,Bangladesh,Bachelor's degree,Employed full-time,6,20 to 99 employees,Information systems,3,0,1
2017,"Yes, both",69696.9697,Canada,some college,Employed full-time,4,20 to 99 employees,Computer programming or Web development,19,0,1
2017,"Yes, I program as a hobby",12903.22581,Germany,some college,Employed part-time,9,2 to 9 employees,Computer science,5,0,1
2017,"Yes, both",35000,United Kingdom,some college,Employed full-time,7,20 to 99 employees,Social science,16,0,1
2017,"Yes, I program as a hobby",70000,United States,some college,Employed full-time,7,100 to 499 employees,Computer science,11,0,1
2017,"Yes, both",41935.48387,Italy,Master's degree,Employed full-time,3,10 to 19 employees,Computer science,6,0,1
2017,"Yes, I program as a hobby",2128.909118,India,Bachelor's degree,Employed full-time,6,10 to 19 employees,Computer science,2,0,1
2017,"Yes, both",42000,United States,Secondary school,Employed full-time,10,10 to 19 employees,,5,0,1
2017,"Yes, I program as a hobby",52500,United States,Bachelor's degree,Employed full-time,1,2 to 9 employees,Mathematics or statistics,2,0,1
2017,"Yes, I program as a hobby",691.3580247,Poland,Bachelor's degree,Employed part-time,1,10 to 19 employees,Computer programming or Web development,2,1,1
2017,"Yes, both",6369.426752,Brazil,some college,Employed full-time,9,10 to 19 employees,Computer science,3,1,0
2017,"Yes, I program as a hobby",95000,United States,Bachelor's degree,Employed full-time,10,20 to 99 employees,Computer science,3,0,1
2017,"Yes, both",99000,United States,Bachelor's degree,Employed full-time,8,"10,000 or more employees",Computer science,7,0,1
2017,"Yes, both",27956.98925,Slovenia,Secondary school,Employed full-time,7,500 to 999 employees,,13,0,1
2017,"Yes, I program as a hobby",37878.78788,Canada,Master's degree,Employed full-time,10,2 to 9 employees,Information systems,5,0,1
2017,"Yes, both",10000,Pakistan,Bachelor's degree,Employed full-time,7,10 to 19 employees,Computer science,5,1,0
2017,"Yes, I program as a hobby",112200,United States,Bachelor's degree,Employed full-time,8,"10,000 or more employees",Computer science,13,1,0
2017,"Yes, I program as a hobby",75000,United States,Bachelor's degree,Employed full-time,8,20 to 99 employees,Computer science,7,0,1
2017,No,90000,United States,Secondary school,Employed full-time,7,100 to 499 employees,,8,0,1
2017,"Yes, I program as a hobby",110000,United States,Doctoral degree,Employed full-time,4,20 to 99 employees,Mathematics or statistics,8,1,0
2017,"Yes, I program as a hobby",64516.12903,Germany,Doctoral degree,Employed full-time,8,10 to 19 employees,Another engineering discipline,10,1,0
2017,"Yes, I program as a hobby",107000,United States,some college,Employed full-time,8,100 to 499 employees,Information systems,5,1,1
2017,"Yes, both",25000,Brazil,I never completed any formal education,Employed full-time,7,10 to 19 employees,,10,1,1
2017,"Yes, both",30107.52688,Italy,Bachelor's degree,Employed full-time,7,20 to 99 employees,Computer programming or Web development,3,0,1
2017,"Yes, I program as a hobby",27600,Belarus,Bachelor's degree,Employed full-time,7,20 to 99 employees,Computer science,4,0,1
2017,"Yes, I program as a hobby",125000,Switzerland,Doctoral degree,Employed full-time,8,"10,000 or more employees",Mathematics or statistics,4,1,0
2017,"Yes, I program as a hobby",46428.57143,New Zealand,Bachelor's degree,Employed full-time,8,I don't know,Computer science,6,0,1
2017,"Yes, both",117250.6739,Israel,Secondary school,Employed full-time,7,I prefer not to answer,,18,1,0
2017,"Yes, I program as a hobby",60000,United Kingdom,Master's degree,Employed full-time,6,20 to 99 employees,Computer science,3,1,0
2017,"Yes, I program as a hobby",9186.602871,Mexico,some college,Employed full-time,6,100 to 499 employees,Computer science,4,1,0
2017,"Yes, I program as a hobby",27272.72727,Australia,Secondary school,Employed full-time,8,10 to 19 employees,,2,0,1
2017,"Yes, both",108000,United States,Bachelor's degree,Employed full-time,7,100 to 499 employees,Mathematics or statistics,4,1,0
2017,"Yes, both",13740.45802,Pakistan,Bachelor's degree,Employed full-time,8,20 to 99 employees,Computer science,4,1,0
2017,"Yes, I program as a hobby",160000,United States,Bachelor's degree,Employed full-time,9,10 to 19 employees,Computer science,15,1,0
2017,No,53000,United States,Bachelor's degree,Employed full-time,6,100 to 499 employees,Mathematics or statistics,1,1,0
2017,"Yes, I program as a hobby",5267.175573,Pakistan,Bachelor's degree,Employed full-time,5,500 to 999 employees,Computer programming or Web development,4,1,1
2017,"Yes, both",76000,United States,Bachelor's degree,Employed full-time,1,100 to 499 employees,Computer science,3,0,1
2017,"Yes, both",140000,United States,Master's degree,Employed full-time,7,2 to 9 employees,Computer programming or Web development,5,0,1
2017,"Yes, I program as a hobby",21801.12145,South Korea,Secondary school,Employed full-time,6,20 to 99 employees,,2,0,1
2017,"Yes, both",8809.279107,India,Bachelor's degree,Employed full-time,6,100 to 499 employees,Computer science,3,1,0
2017,"Yes, I program as a hobby",22580.64516,Bosnia-Herzegovina,Master's degree,Employed full-time,6,2 to 9 employees,Computer science,4,0,1
2017,"Yes, both",23491.42564,India,Bachelor's degree,Employed full-time,4,100 to 499 employees,Computer engineering or electrical/electronics engineering,5,0,1
2017,"Yes, I program as a hobby",33000,United States,Bachelor's degree,Employed full-time,7,20 to 99 employees,Computer science,6,1,0
2017,"Yes, I program as a hobby",9917.355372,Turkey,Bachelor's degree,Employed full-time,7,2 to 9 employees,Computer science,7,0,1
2017,"Yes, both",7047.423286,India,Bachelor's degree,Employed full-time,9,20 to 99 employees,Computer science,2,0,1
2017,"Yes, I program as a hobby",43010.75269,France,I never completed any formal education,Employed full-time,7,10 to 19 employees,,2,1,0
2017,No,2150.537634,Germany,Secondary school,Employed full-time,7,2 to 9 employees,,1,0,1
2017,No,315.6658347,India,Bachelor's degree,Employed full-time,8,10 to 19 employees,Computer science,12,0,1
2017,No,37634.4086,Germany,Master's degree,Employed full-time,8,20 to 99 employees,Mathematics or statistics,5,1,0
2017,"Yes, I contribute to open source projects",33548.3871,Germany,Secondary school,Employed full-time,5,2 to 9 employees,,8,0,1
2017,"Yes, I program as a hobby",55483.87097,Germany,some college,Employed full-time,9,10 to 19 employees,Computer science,20,0,1
2017,"Yes, I program as a hobby",29398.6637,South Africa,some college,Employed full-time,10,2 to 9 employees,Computer programming or Web development,6,0,1
2017,"Yes, I program as a hobby",48387.09677,Germany,Master's degree,Employed full-time,6,100 to 499 employees,Computer science,1,1,0
2017,"Yes, both",2941.176471,Sweden,Secondary school,Employed full-time,6,10 to 19 employees,,7,0,1
2017,"Yes, both",37634.4086,Ireland,Master's degree,Employed full-time,10,"10,000 or more employees",Computer science,7,0,1
2017,"Yes, both",25806.45161,Slovenia,Bachelor's degree,Employed full-time,10,2 to 9 employees,Computer science,12,0,1
2017,"Yes, I program as a hobby",37878.78788,Canada,I never completed any formal education,Employed full-time,7,2 to 9 employees,,13,0,1
2017,No,1075.268817,Turkey,some college,Employed full-time,8,2 to 9 employees,Computer programming or Web development,11,0,1
2017,No,56250,United Kingdom,Master's degree,Employed full-time,9,10 to 19 employees,Computer science,10,0,1
2017,No,53763.44086,France,Master's degree,Employed full-time,7,100 to 499 employees,Computer programming or Web development,20,0,1
2017,"Yes, both",19834.71074,Turkey,Bachelor's degree,Employed full-time,7,100 to 499 employees,Computer science,7,0,1
2017,"Yes, I program as a hobby",88400,United States,some college,Employed full-time,9,20 to 99 employees,Computer science,15,0,1
2017,"Yes, I program as a hobby",3821.656051,Brazil,Secondary school,Employed part-time,7,2 to 9 employees,,3,1,0
2017,"Yes, I contribute to open source projects",8264.46281,Turkey,Bachelor's degree,Employed full-time,3,2 to 9 employees,Humanities,12,0,1
2017,"Yes, I program as a hobby",110000,Switzerland,Bachelor's degree,Employed full-time,8,"1,000 to 4,999 employees",Computer science,5,0,1
2017,"Yes, I program as a hobby",12903.22581,France,Bachelor's degree,Employed part-time,6,"5,000 to 9,999 employees",Computer science,2,1,0
2017,"Yes, I program as a hobby",37878.78788,Canada,Bachelor's degree,Employed full-time,9,20 to 99 employees,Computer science,6,1,1
2017,"Yes, I program as a hobby",14193.54839,France,Master's degree,Employed part-time,0,"5,000 to 9,999 employees",Computer science,3,0,1
2017,"Yes, I program as a hobby",81250,United Kingdom,Doctoral degree,Employed full-time,8,100 to 499 employees,Natural science,4,1,0
2017,"Yes, I program as a hobby",1908.67714,India,Bachelor's degree,Employed full-time,3,"1,000 to 4,999 employees",Computer science,2,1,0
2017,No,32258.06452,Italy,Master's degree,Employed full-time,5,2 to 9 employees,Mathematics or statistics,16,1,0
2017,"Yes, both",173300,United States,Doctoral degree,Employed full-time,9,100 to 499 employees,Mathematics or statistics,7,1,0
2017,No,120000,United States,Bachelor's degree,Employed full-time,10,10 to 19 employees,Computer science,20,0,1
2017,"Yes, I program as a hobby",52356.6879,Brazil,Bachelor's degree,Employed full-time,0,20 to 99 employees,Computer programming or Web development,19,0,1
2017,"Yes, I program as a hobby",80000,United States,Master's degree,Employed full-time,9,100 to 499 employees,Natural science,11,1,1
2017,"Yes, I program as a hobby",55913.97849,Romania,some college,Employed full-time,8,20 to 99 employees,Computer science,9,0,1
2017,"Yes, both",135000,United States,some college,Employed full-time,8,100 to 499 employees,Fine arts or performing arts,8,1,0
2017,"Yes, I program as a hobby",114000,United States,Bachelor's degree,Employed full-time,9,100 to 499 employees,Computer science,9,0,1
2017,No,130000,United States,Professional degree,Employed full-time,7,100 to 499 employees,Mathematics or statistics,18,0,1
2017,"Yes, I program as a hobby",73529.41176,Sweden,some college,Employed full-time,9,20 to 99 employees,Computer programming or Web development,11,0,1
2017,No,75000,United Kingdom,Bachelor's degree,Employed full-time,9,2 to 9 employees,Computer science,14,1,1
2017,"Yes, I program as a hobby",49032.25806,Germany,Secondary school,Employed full-time,7,"1,000 to 4,999 employees",,7,0,1
2017,"Yes, I program as a hobby",107526.8817,Denmark,Bachelor's degree,Employed full-time,6,"1,000 to 4,999 employees",Computer science,20,0,1
2017,No,95000,United States,Bachelor's degree,Employed full-time,7,20 to 99 employees,Computer engineering or electrical/electronics engineering,8,0,1
2017,"Yes, I program as a hobby",124000,United States,Doctoral degree,Employed full-time,7,100 to 499 employees,Mathematics or statistics,2,1,0
2017,"Yes, both",65000,United States,some college,Employed full-time,8,20 to 99 employees,Computer science,1,0,1
2017,"Yes, I program as a hobby",45161.29032,Spain,Bachelor's degree,Employed full-time,5,100 to 499 employees,Computer science,18,0,1
2017,"Yes, I program as a hobby",22222.22222,Poland,Bachelor's degree,Employed full-time,8,"5,000 to 9,999 employees",Humanities,2,1,0
2017,"Yes, both",117000,United States,Doctoral degree,Employed full-time,8,100 to 499 employees,Computer science,14,1,0
2017,"Yes, both",115000,United States,Bachelor's degree,Employed full-time,7,2 to 9 employees,Something else,14,0,1
2017,"Yes, I program as a hobby",9876.54321,Poland,some college,Employed part-time,6,2 to 9 employees,Natural science,2,1,0
2017,"Yes, I program as a hobby",48387.09677,Germany,Master's degree,Employed full-time,8,100 to 499 employees,Mathematics or statistics,2,1,0
2017,"Yes, I program as a hobby",140000,Liechtenstein,Master's degree,Employed full-time,5,"1,000 to 4,999 employees",Computer science,15,0,1
2017,"Yes, I program as a hobby",52500,United Kingdom,Bachelor's degree,Employed full-time,10,10 to 19 employees,Natural science,6,1,0
2017,No,70000,Argentina,Master's degree,Employed full-time,8,100 to 499 employees,Computer science,18,1,0
2017,"Yes, I program as a hobby",129032.2581,Ireland,Master's degree,Employed full-time,10,2 to 9 employees,Computer science,10,0,1
2017,"Yes, I program as a hobby",48620,United Kingdom,Doctoral degree,Employed full-time,7,"10,000 or more employees",Natural science,2,1,0
2017,"Yes, both",105000,United States,Secondary school,Employed full-time,10,"10,000 or more employees",,3,1,0
2017,"Yes, I program as a hobby",50000,United States,Bachelor's degree,Employed full-time,8,I don't know,Computer science,3,0,1
2017,"Yes, I program as a hobby",60000,United States,Bachelor's degree,Employed full-time,8,20 to 99 employees,Mathematics or statistics,2,1,1
2017,No,19120.45889,Argentina,Professional degree,Employed full-time,9,100 to 499 employees,Computer programming or Web development,5,0,1
2017,"Yes, I program as a hobby",76515.15152,Canada,Bachelor's degree,Employed full-time,9,"1,000 to 4,999 employees",Computer science,15,0,1
2017,"Yes, both",47770.70064,Brazil,Bachelor's degree,Employed full-time,8,"5,000 to 9,999 employees",Computer science,6,1,0
2017,"Yes, I program as a hobby",70000,United States,Bachelor's degree,Employed full-time,7,20 to 99 employees,Another engineering discipline,2,1,0
2017,No,57000,United States,Bachelor's degree,Employed full-time,5,500 to 999 employees,Computer science,3,1,0
2017,No,71000,United States,Bachelor's degree,Employed full-time,9,20 to 99 employees,Something else,6,0,1
2017,"Yes, both",48461.53846,Sweden,Bachelor's degree,Employed full-time,7,"10,000 or more employees",Computer science,7,0,1
2017,"Yes, both",80000,United States,Bachelor's degree,Employed full-time,10,2 to 9 employees,Humanities,20,1,1
2017,"Yes, both",64516.12903,Germany,Master's degree,Employed full-time,6,100 to 499 employees,Computer engineering or electrical/electronics engineering,8,0,1
2017,"Yes, I program as a hobby",63800.90498,Sweden,some college,Employed full-time,6,100 to 499 employees,Computer science,12,0,1
2017,"Yes, I contribute to open source projects",10752.68817,Germany,some college,Employed full-time,8,"5,000 to 9,999 employees",Computer programming or Web development,3,0,1
2017,"Yes, I program as a hobby",72000,United States,some college,Employed full-time,7,10 to 19 employees,Information systems,5,0,1
2017,No,110000,United States,Doctoral degree,Employed full-time,7,100 to 499 employees,Natural science,10,1,0
2017,No,150000,United States,Master's degree,Employed full-time,8,100 to 499 employees,Mathematics or statistics,7,1,0
2017,"Yes, I program as a hobby",53763.44086,Germany,Bachelor's degree,Employed full-time,6,"10,000 or more employees",Computer science,6,0,1
2017,No,50537.63441,Germany,Master's degree,Employed full-time,8,"1,000 to 4,999 employees",Computer science,9,1,0
2017,No,45714.28571,New Zealand,some college,Employed full-time,5,10 to 19 employees,Computer science,3,0,1
2017,"Yes, I program as a hobby",130000,United States,Master's degree,Employed full-time,5,"10,000 or more employees",Computer science,6,1,0
2017,"Yes, I program as a hobby",75000,United States,Bachelor's degree,Employed full-time,9,20 to 99 employees,Computer science,1,0,1
2017,"Yes, both",110000,United States,Master's degree,Employed full-time,8,"10,000 or more employees",Another engineering discipline,6,1,0
2017,"Yes, I program as a hobby",46111,United States,Bachelor's degree,Employed full-time,7,100 to 499 employees,Computer engineering or electrical/electronics engineering,4,0,1
